patient_id,full_name,ssn,department,diagnosis,treatment_cost,admitted_date
PT-2532,Kevin Simpson,384-33-3336,Radiology,Hypertension,12395.74,2026-05-14
PT-2533,Cindy Beck,525-48-8128,Cardiology,Migraine,14292.22,2026-06-10
PT-2534,Jose Jones,029-66-8362,Pediatrics,Fracture,9523.96,2026-04-16
PT-2535,Anna Thomas,493-08-2742,Pediatrics,Migraine,3355.18,2026-03-04
PT-2536,Bryce Martinez,439-57-6229,Cardiology,Hypertension,9068.19,2026-09-05
PT-2537,Heather Morton,161-27-4641,Pediatrics,Type 2 Diabetes,6614.2,2026-03-26
PT-2538,Elizabeth Lam,326-11-4269,Cardiology,Asthma,12661.24,2026-06-08
PT-2539,Dr. Angela Mcfarland,404-83-6421,Pediatrics,Type 2 Diabetes,2214.94,2026-05-20
PT-2540,Jennifer West,267-71-4472,Pediatrics,Fracture,9914.31,2026-07-19
PT-2541,Denise Smith,264-72-8700,Oncology,Asthma,3626.05,2026-01-15
PT-2542,Henry Hernandez,867-77-4002,Pediatrics,Type 2 Diabetes,3231.88,2026-05-02
PT-2543,John Cobb,301-74-0275,Pediatrics,Migraine,5436.99,2026-06-12
PT-2544,John Martinez,210-24-2534,Pediatrics,Migraine,10321.4,2026-09-15
PT-2545,Jennifer Bell,844-74-6616,Cardiology,Fracture,13760.01,2026-05-06
PT-2546,Travis Carr,113-04-1182,Cardiology,Type 2 Diabetes,1768.16,2026-06-29
PT-2547,Veronica Diaz,819-62-6929,Radiology,Migraine,9111.53,2026-01-28
PT-2548,John Stokes,488-62-2348,Pediatrics,Asthma,14789.51,2026-07-23
PT-2549,Ryan Bolton,134-05-1743,Pediatrics,Hypertension,8638.52,2026-06-24
PT-2550,Matthew Riddle,811-54-0051,Pediatrics,Asthma,13977.57,2026-04-07
PT-2551,James Mcdaniel,719-34-7257,Cardiology,Fracture,7738.92,2026-04-19
PT-2552,Olivia Blevins,336-74-9107,Oncology,Hypertension,10670.19,2026-06-19
PT-2553,Olivia Acosta,559-42-4025,Pediatrics,Type 2 Diabetes,10988.24,2026-09-16
PT-2554,Ann Roberts,062-57-3112,Oncology,Migraine,2182.45,2026-03-12
PT-2555,Morgan Fleming,678-69-2107,Radiology,Type 2 Diabetes,9023.7,2026-02-19
PT-2556,Steven Smith,888-16-9728,Radiology,Migraine,14792.64,2026-06-27
PT-2557,Samuel Romero,646-91-2981,Radiology,Fracture,14691.1,2026-09-03
PT-2558,Richard White,529-44-2360,Pediatrics,Migraine,1849.6,2026-07-15
PT-2559,Ronald Garcia,112-52-6260,Pediatrics,Fracture,8085.69,2026-05-25
PT-2560,Joshua Deleon,349-71-6889,Oncology,Migraine,11653.92,2026-01-28
PT-2561,Daniel Pugh,538-37-9756,Cardiology,Asthma,7725.84,2026-06-14
PT-2562,Jonathan Scott,842-72-1437,Cardiology,Migraine,14352.97,2026-06-05
PT-2563,John Gardner,887-74-9084,Oncology,Hypertension,13676.74,2026-09-02
PT-2564,Samantha Riddle,426-72-6149,Radiology,Fracture,7933.11,2026-05-14
PT-2565,Chris Sanchez,342-40-1843,Oncology,Hypertension,14548.07,2026-04-28
PT-2566,April Rosales,267-52-4471,Pediatrics,Hypertension,10865.51,2026-09-12
PT-2567,Keith Wheeler,661-07-8451,Radiology,Fracture,12540.38,2026-07-17
PT-2568,Philip Flores,070-81-3458,Cardiology,Hypertension,12564.03,2026-02-10
PT-2569,Alex Rogers,190-98-0220,Radiology,Fracture,9032.66,2026-05-11
PT-2570,Jared Hicks,246-51-6168,Cardiology,Fracture,7038.69,2026-04-20
PT-2571,Christy Meyer,627-17-9455,Radiology,Hypertension,2661.06,2026-05-28
PT-2572,Robert Jones,194-14-6417,Radiology,Type 2 Diabetes,14451.21,2026-02-19
PT-2573,Robert Jackson,495-28-0327,Oncology,Hypertension,281.6,2026-08-07
PT-2574,Nicole Lowery,079-83-3161,Cardiology,Fracture,14676.56,2026-09-07
PT-2575,Rebecca White,076-27-4558,Oncology,Type 2 Diabetes,5381.65,2026-05-05
PT-2576,Jon Morris,497-54-6279,Pediatrics,Asthma,5880.13,2026-04-04
PT-2577,Kristina Herman,298-93-6656,Radiology,Type 2 Diabetes,5378.72,2026-07-31
PT-2578,Sheri Burns,716-87-3981,Radiology,Hypertension,14437.54,2026-07-27
PT-2579,Candice Coleman,199-20-4529,Radiology,Type 2 Diabetes,8134.34,2026-03-01
PT-2580,Johnny Torres,875-43-2285,Pediatrics,Asthma,1751.56,2026-08-25
PT-2581,Mrs. Dorothy King,771-05-3391,Cardiology,Type 2 Diabetes,4134.21,2026-07-13
PT-2582,Tyler Solomon,032-95-2205,Cardiology,Fracture,13797.48,2026-05-13
PT-2583,David Cole,849-41-8401,Pediatrics,Migraine,10447.93,2026-08-24
PT-2584,Kimberly Patel,385-89-8434,Oncology,Hypertension,10264.57,2026-07-03
PT-2585,William White,304-41-1892,Cardiology,Hypertension,4674.84,2026-01-19
PT-2586,Laura Blevins,885-97-7446,Pediatrics,Migraine,12286.44,2026-05-03
PT-2587,Deborah Adkins,831-03-9181,Oncology,Hypertension,10740.84,2026-04-14
PT-2588,Brianna Wagner,530-94-3869,Cardiology,Migraine,13742.35,2026-05-21
PT-2589,Christopher Smith,751-84-5404,Oncology,Fracture,7242.66,2026-06-06
PT-2590,Kurt Roberts,238-61-6775,Oncology,Asthma,12893.8,2026-03-15
PT-2591,Adrian Knox,897-19-2965,Radiology,Type 2 Diabetes,11915.5,2026-05-02
PT-2592,Kimberly Jones,597-17-9729,Oncology,Asthma,14082.13,2026-03-16
PT-2593,Dalton Elliott,691-27-8550,Oncology,Asthma,14848.26,2026-09-01
PT-2594,Stacey Lamb,812-14-2923,Pediatrics,Fracture,11990.09,2026-05-12
PT-2595,Beverly Lopez,416-71-5833,Cardiology,Fracture,10087.89,2026-02-09
PT-2596,Crystal Mcdowell,149-65-7211,Oncology,Asthma,5842.32,2026-03-26
PT-2597,Angela Holt,514-14-3576,Radiology,Fracture,4757.08,2026-06-15
PT-2598,Candice Torres,858-33-6142,Oncology,Migraine,3575.34,2026-08-21
PT-2599,Brandon Morgan,435-05-3029,Radiology,Hypertension,5701.85,2026-08-22
PT-2600,Lisa Franklin,443-53-3734,Oncology,Hypertension,5110.62,2026-03-17
PT-2601,Greg Wells,604-38-2955,Radiology,Hypertension,4011.7,2026-06-09
PT-2602,Brandon Bell,298-57-5824,Oncology,Type 2 Diabetes,5390.9,2026-08-15
PT-2603,Ryan Ortiz,436-56-8575,Oncology,Asthma,251.45,2026-02-16
PT-2604,Sandra Charles,769-93-2583,Pediatrics,Fracture,11049.41,2026-07-15
PT-2605,Mary Campbell,686-45-6417,Cardiology,Fracture,3386.87,2026-09-09
PT-2606,Amber Hunter,647-47-1198,Oncology,Asthma,8496.44,2026-06-07
PT-2607,Carl Blake,803-92-5072,Pediatrics,Migraine,577.76,2026-07-19
PT-2608,Sheri Macdonald,834-16-6037,Pediatrics,Fracture,2816.21,2026-05-20
PT-2609,Brooke Reilly,273-33-9291,Oncology,Fracture,4405.05,2026-07-08
PT-2610,Andrew Booth,261-76-6908,Pediatrics,Hypertension,1937.37,2026-04-15
PT-2611,Thomas Medina,583-52-7089,Oncology,Hypertension,3616.96,2026-09-04
PT-2612,Gregory Robinson,593-60-1463,Cardiology,Fracture,12575.22,2026-05-03
PT-2613,Laura Berry,058-07-3728,Pediatrics,Migraine,12602.32,2026-07-19
PT-2614,Nicolas Kelly,406-51-2978,Pediatrics,Fracture,12806.33,2026-01-24
PT-2615,Lisa Powers,519-30-8005,Pediatrics,Type 2 Diabetes,13310.5,2026-02-15
PT-2616,Tammy Gray,369-26-8573,Cardiology,Fracture,3600.89,2026-06-15
PT-2617,Charlene Melendez,056-13-3518,Oncology,Migraine,6737.63,2026-03-20
PT-2618,Yolanda Woodward,642-23-2904,Pediatrics,Migraine,6069.2,2026-07-26
PT-2619,Isaac Pena,423-45-6719,Cardiology,Hypertension,9584.64,2026-06-10
PT-2620,Bradley Ramos,029-43-3787,Pediatrics,Type 2 Diabetes,7753.12,2026-01-08
PT-2621,Kelsey Ortega,868-37-0531,Oncology,Hypertension,11321.74,2026-06-15
PT-2622,Phillip Collins,020-27-6805,Pediatrics,Type 2 Diabetes,12051.97,2026-03-11
PT-2623,Nancy Robinson,570-61-0559,Pediatrics,Asthma,3248.82,2026-01-24
PT-2624,Tammy Wright,374-87-6603,Oncology,Type 2 Diabetes,8553.17,2026-04-29
PT-2625,James Hudson,217-89-6808,Radiology,Migraine,2905.23,2026-08-28
PT-2626,Sherry Flores,081-67-6025,Radiology,Migraine,13876.7,2026-03-21
PT-2627,Samantha Hooper,129-72-4619,Radiology,Asthma,12874.16,2026-08-25
PT-2628,Gary Baker,503-17-7527,Oncology,Migraine,8930.5,2026-09-01
PT-2629,Jacqueline Goodman,206-63-4563,Radiology,Migraine,6121.8,2026-01-25
PT-2630,William Liu,767-77-3219,Cardiology,Asthma,4716.96,2026-03-12
PT-2631,Kenneth Lawrence,709-95-8268,Pediatrics,Hypertension,6455.65,2026-03-14
PT-2632,John Bowen,274-96-8012,Oncology,Type 2 Diabetes,1682.24,2026-02-02
PT-2633,Robert Mccullough,697-79-1425,Oncology,Asthma,7742.27,2026-05-21
PT-2634,Rebecca Ruiz,715-60-7692,Radiology,Type 2 Diabetes,10684.89,2026-05-02
PT-2635,Anthony Bolton,868-99-3354,Radiology,Asthma,1342.1,2026-08-25
PT-2636,Betty Weeks,893-99-5439,Radiology,Migraine,5334.16,2026-04-19
PT-2637,Anne Wang,834-05-1308,Cardiology,Asthma,5054.4,2026-03-30
PT-2638,Mark Williams,503-93-2517,Pediatrics,Asthma,12552.47,2026-06-17
PT-2639,Mark Velez,397-29-1273,Radiology,Migraine,431.85,2026-04-19
PT-2640,Rachel Garcia,190-05-4251,Radiology,Type 2 Diabetes,11723.06,2026-05-08
PT-2641,Rose Walton,250-25-2408,Cardiology,Migraine,8671.96,2026-02-22
PT-2642,Melanie Gordon,861-18-5037,Cardiology,Hypertension,12285.51,2026-08-12
PT-2643,Jacob Jones,295-13-4478,Radiology,Fracture,7968.2,2026-02-09
PT-2644,Andrew Hayes,712-17-3066,Cardiology,Type 2 Diabetes,11013.89,2026-04-05
PT-2645,Calvin Lawson,322-99-1954,Oncology,Hypertension,327.38,2026-03-04
PT-2646,John Jones,853-65-4280,Radiology,Migraine,9359.99,2026-01-14
PT-2647,Rodney Chandler,173-02-3482,Radiology,Migraine,8130.79,2026-05-14
PT-2648,Eric Garza,803-28-0102,Cardiology,Asthma,674.6,2026-05-20
PT-2649,Cynthia King,763-39-7952,Cardiology,Fracture,4398.49,2026-03-10
PT-2650,Samantha Warner,068-02-0704,Oncology,Type 2 Diabetes,9907.12,2026-06-28
PT-2651,Kim Sutton,778-26-8347,Cardiology,Hypertension,14279.74,2026-04-27
PT-2652,Jackson Nelson,808-70-9830,Pediatrics,Asthma,10292.23,2026-04-21
PT-2653,Jeffrey Horn,613-53-9881,Oncology,Migraine,695.58,2026-07-12
PT-2654,Leslie Ferguson,864-08-2865,Cardiology,Fracture,1579.67,2026-05-27
PT-2655,Megan Burgess,660-72-2922,Cardiology,Asthma,1090.9,2026-09-01
PT-2656,Mason Hall,325-40-0555,Pediatrics,Asthma,9904.85,2026-05-15
PT-2657,Sandra White,118-40-3212,Pediatrics,Hypertension,12842.19,2026-09-12
PT-2658,Steven Thompson,152-04-6252,Oncology,Hypertension,4624.75,2026-08-09
PT-2659,Tammy Sandoval,592-14-8592,Cardiology,Hypertension,14036.72,2026-03-14
PT-2660,Shannon Pope,198-88-3721,Cardiology,Fracture,13913.81,2026-07-25
PT-2661,Steven Daugherty,280-19-2714,Pediatrics,Asthma,13709.42,2026-05-02
PT-2662,Christopher Holloway,075-07-1607,Radiology,Hypertension,6907.35,2026-05-23
PT-2663,Teresa Wyatt,728-93-9583,Cardiology,Type 2 Diabetes,10682.23,2026-06-15
PT-2664,Heather Guzman,683-02-5809,Cardiology,Fracture,381.07,2026-05-15
PT-2665,Rodney Sanchez,730-46-4799,Radiology,Hypertension,766.82,2026-03-08
PT-2666,Willie Dennis,104-82-5750,Cardiology,Type 2 Diabetes,13176.26,2026-05-11
PT-2667,Leah Baker,653-07-2286,Radiology,Asthma,12003.98,2026-08-25
PT-2668,Debra Morris,064-41-3711,Oncology,Type 2 Diabetes,12232.99,2026-04-06
PT-2669,Susan Williamson,254-26-9061,Radiology,Hypertension,11813.22,2026-06-08
PT-2670,Caitlin Good,548-91-2511,Cardiology,Hypertension,14360.75,2026-07-16
PT-2671,Lisa Cook,242-24-4836,Oncology,Asthma,733.58,2026-01-17
PT-2672,Jason Elliott,598-50-7804,Cardiology,Hypertension,12731.93,2026-02-03
PT-2673,Sandra Herrera,639-18-5819,Cardiology,Asthma,13178.6,2026-03-23
PT-2674,Douglas Jackson,259-92-5405,Pediatrics,Type 2 Diabetes,4073.33,2026-02-16
PT-2675,James Buchanan,638-51-7150,Oncology,Asthma,8233.92,2026-08-21
PT-2676,Kimberly Armstrong,692-86-7476,Oncology,Fracture,3299.14,2026-08-14
PT-2677,Sheri Holmes,169-31-3385,Cardiology,Hypertension,6040.01,2026-06-07
PT-2678,James Hudson,714-89-0534,Cardiology,Asthma,13373.37,2026-07-31
PT-2679,Jessica Taylor,594-47-3205,Cardiology,Type 2 Diabetes,12124.96,2026-06-11
PT-2680,Stephanie Lopez,583-56-7005,Oncology,Type 2 Diabetes,9322.79,2026-05-29
PT-2681,Lorraine Young,350-34-9482,Oncology,Fracture,9178.11,2026-08-13
PT-2682,Robert Malone,709-44-3082,Pediatrics,Fracture,12968.04,2026-09-01
PT-2683,Ashley Carpenter,287-91-0308,Oncology,Fracture,5784.21,2026-07-29
PT-2684,Luis Miller,649-40-9732,Pediatrics,Migraine,11313.99,2026-08-29
PT-2685,Toni Bullock,013-28-1241,Cardiology,Migraine,5469.01,2026-04-28
PT-2686,Heather Chavez,506-10-9722,Pediatrics,Type 2 Diabetes,4393.17,2026-06-15
PT-2687,Deanna Nelson,782-13-2868,Radiology,Migraine,11347.0,2026-06-25
PT-2688,Michaela Keith,450-40-6188,Cardiology,Migraine,4885.55,2026-07-01
PT-2689,Michelle Rodriguez,567-02-9765,Radiology,Type 2 Diabetes,7842.44,2026-04-03
PT-2690,Amanda Jackson,072-92-2145,Oncology,Type 2 Diabetes,10744.68,2026-04-05
PT-2691,Richard Moore,322-59-9864,Oncology,Fracture,6858.37,2026-08-08
PT-2692,Katherine Hernandez,313-10-0910,Oncology,Asthma,3018.41,2026-01-09
PT-2693,Mark Bass,803-74-8070,Oncology,Fracture,4953.64,2026-01-28
PT-2694,Shane Black,496-66-9918,Oncology,Hypertension,11722.41,2026-04-17
PT-2695,Phillip Thomas II,253-01-5163,Cardiology,Type 2 Diabetes,11412.44,2026-04-18
PT-2696,Julie Ramos,664-26-2942,Oncology,Type 2 Diabetes,11689.23,2026-04-07
PT-2697,Gloria Mckee,187-02-5805,Oncology,Migraine,4187.96,2026-01-09
PT-2698,Maria Frey,336-49-3240,Cardiology,Hypertension,14202.72,2026-07-26
PT-2699,Scott Shelton,434-01-8819,Cardiology,Fracture,8752.52,2026-07-23
PT-2700,Dr. Julie Rollins,039-36-8714,Oncology,Migraine,8888.91,2026-03-08
PT-2701,Ronnie Miles,018-68-3524,Radiology,Hypertension,4756.41,2026-05-15
PT-2702,Jesse Thomas,578-37-5617,Oncology,Hypertension,4238.79,2026-02-18
PT-2703,Leah Ross,722-38-9241,Cardiology,Migraine,1331.26,2026-09-07
PT-2704,Peggy Foster,899-31-3081,Cardiology,Asthma,9369.36,2026-05-17
PT-2705,Matthew Guzman,463-92-2061,Radiology,Asthma,12051.03,2026-02-09
PT-2706,Lori Romero,012-25-6008,Cardiology,Type 2 Diabetes,14679.01,2026-06-20
PT-2707,Michael Bruce,398-35-4580,Radiology,Hypertension,9606.53,2026-04-18
PT-2708,Megan Nguyen,678-07-6813,Radiology,Hypertension,7779.35,2026-05-14
PT-2709,Bradley Kline,267-43-3883,Radiology,Type 2 Diabetes,11295.82,2026-07-09
PT-2710,Tim Norman,304-17-6404,Radiology,Asthma,10285.26,2026-01-31
PT-2711,Jordan Hampton,465-80-9723,Oncology,Asthma,1992.95,2026-05-21
PT-2712,Brian Downs,367-63-9308,Oncology,Asthma,2794.19,2026-03-21
PT-2713,Danielle Rodriguez,210-20-2652,Radiology,Fracture,2266.21,2026-06-13
PT-2714,Thomas Smith,277-60-2297,Oncology,Hypertension,10516.99,2026-08-31
PT-2715,Leonard Hunter,864-26-5809,Cardiology,Fracture,14343.02,2026-03-17
PT-2716,Pamela Mclaughlin,756-78-6849,Oncology,Type 2 Diabetes,10360.97,2026-08-18
PT-2717,Melvin Smith,157-81-0200,Oncology,Type 2 Diabetes,12696.96,2026-07-19
PT-2718,Lauren Porter,131-35-3410,Oncology,Type 2 Diabetes,11311.6,2026-02-19
PT-2719,Christopher Cunningham DDS,200-98-5941,Radiology,Asthma,2450.29,2026-01-18
PT-2720,Lisa Wright,425-34-0019,Pediatrics,Hypertension,5351.92,2026-05-11
PT-2721,Barbara Irwin,104-85-5738,Radiology,Fracture,12945.25,2026-05-17
PT-2722,Stephen Heath,607-12-3761,Pediatrics,Fracture,10924.6,2026-03-07
PT-2723,Jennifer Bentley MD,285-19-7258,Radiology,Hypertension,8664.96,2026-07-24
PT-2724,Molly Figueroa,480-04-2373,Pediatrics,Hypertension,13074.31,2026-01-30
PT-2725,Taylor Aguilar,243-67-9341,Oncology,Migraine,7726.36,2026-07-21
PT-2726,Marvin Brown,411-54-5846,Oncology,Asthma,6246.49,2026-02-19
PT-2727,Patrick Ruiz,397-28-8533,Cardiology,Hypertension,8161.04,2026-04-05
PT-2728,Mark Wright,503-37-9575,Radiology,Asthma,13229.57,2026-09-05
PT-2729,Deborah Thompson,199-20-7939,Cardiology,Fracture,10265.17,2026-05-27
PT-2730,Jennifer Collins,598-90-6862,Pediatrics,Hypertension,12331.34,2026-07-13
PT-2731,Alejandra Cooper,495-81-5287,Oncology,Hypertension,928.99,2026-02-17
PT-2732,Taylor Obrien,127-02-6464,Radiology,Hypertension,1747.83,2026-05-08
PT-2733,Chad Jones,103-13-6251,Oncology,Hypertension,1458.14,2026-02-15
PT-2734,Jennifer Ali,616-12-9252,Oncology,Migraine,8346.33,2026-07-18
PT-2735,David Williams,742-81-1398,Oncology,Asthma,6187.12,2026-01-09
PT-2736,Megan Collier,531-44-9729,Pediatrics,Type 2 Diabetes,2601.41,2026-02-25
PT-2737,Samuel Ruiz,731-18-4644,Cardiology,Migraine,1097.67,2026-06-05
PT-2738,Mike Stanley,795-52-4777,Radiology,Asthma,12273.28,2026-04-19
PT-2739,Cynthia Young,107-38-0554,Cardiology,Fracture,11748.2,2026-02-13
PT-2740,Alisha Martinez,570-16-7593,Pediatrics,Fracture,9000.98,2026-09-01
PT-2741,Melissa Harper,037-57-1627,Radiology,Fracture,12185.22,2026-02-23
PT-2742,Donald Smith MD,641-26-0731,Cardiology,Fracture,596.64,2026-03-03
PT-2743,Nicholas Duran,365-10-5651,Pediatrics,Asthma,11276.17,2026-06-12
PT-2744,Michelle Franklin,238-89-5758,Oncology,Asthma,4408.56,2026-06-07
PT-2745,Christian Gilbert,181-20-4606,Radiology,Asthma,9102.3,2026-04-23
PT-2746,Mark Baird,835-15-3545,Cardiology,Asthma,3117.57,2026-02-04
PT-2747,Claudia Buchanan,172-52-4828,Radiology,Fracture,2298.2,2026-05-01
PT-2748,Dawn Bernard,447-99-6316,Oncology,Fracture,7566.25,2026-02-09
PT-2749,Pamela Horton,032-94-3719,Oncology,Asthma,6303.04,2026-04-03
PT-2750,Cassandra Gross,359-17-6300,Cardiology,Hypertension,2467.81,2026-03-04
PT-2751,Sandra Pratt,566-81-5149,Oncology,Fracture,5588.74,2026-07-30
PT-2752,Sarah Hudson,184-03-2610,Radiology,Asthma,10658.76,2026-08-13
PT-2753,Chris Watson,324-23-7982,Pediatrics,Type 2 Diabetes,1978.8,2026-07-26
PT-2754,Evan Sheppard,295-74-0334,Cardiology,Fracture,14445.55,2026-08-31
PT-2755,Mark Campbell,243-62-4853,Oncology,Hypertension,830.17,2026-07-27
PT-2756,Sarah Murphy,202-85-6555,Radiology,Hypertension,8565.71,2026-08-21
PT-2757,James Johnson,415-99-9468,Radiology,Type 2 Diabetes,13766.7,2026-01-22
PT-2758,Matthew Little,702-41-9559,Cardiology,Asthma,1040.67,2026-05-08
PT-2759,Jennifer Henry DDS,667-28-6322,Pediatrics,Type 2 Diabetes,1446.96,2026-05-07
PT-2760,Kimberly Griffin,491-36-2832,Oncology,Migraine,10359.36,2026-03-29
PT-2761,Luke Harrington,524-68-9943,Pediatrics,Asthma,8840.11,2026-08-11
PT-2762,Cynthia Meyers,183-02-6583,Radiology,Hypertension,6480.39,2026-09-15
PT-2763,Kristin Singh,787-71-3345,Pediatrics,Hypertension,8795.84,2026-07-31
PT-2764,Jamie Coleman,097-51-0745,Oncology,Type 2 Diabetes,4274.03,2026-05-21
PT-2765,Derrick Williams,658-62-2472,Pediatrics,Type 2 Diabetes,8760.21,2026-08-06
PT-2766,Kelly Gallegos,887-29-9319,Oncology,Migraine,7239.23,2026-04-25
PT-2767,Elizabeth Torres,062-63-2698,Oncology,Type 2 Diabetes,4204.85,2026-03-26
PT-2768,Kelly Klein,319-69-0257,Radiology,Fracture,11860.16,2026-04-26
PT-2769,Amanda Green,791-03-1109,Pediatrics,Type 2 Diabetes,10825.51,2026-05-01
PT-2770,Paula Moore,019-02-5593,Radiology,Migraine,2918.25,2026-01-23
PT-2771,Daniel Jackson,440-14-9317,Cardiology,Fracture,12099.52,2026-03-18
PT-2772,Abigail Benson,338-34-0532,Pediatrics,Type 2 Diabetes,1201.67,2026-04-28
PT-2773,Jeremy Trujillo,361-48-8455,Radiology,Fracture,622.05,2026-08-26
PT-2774,Ashley Leonard,429-10-6585,Radiology,Fracture,3324.01,2026-03-11
PT-2775,Jose Kim PhD,617-75-5762,Pediatrics,Fracture,9900.26,2026-03-09
PT-2776,Douglas Golden,819-02-5401,Cardiology,Hypertension,7316.26,2026-01-05
PT-2777,Benjamin Neal,250-81-7556,Pediatrics,Type 2 Diabetes,7789.68,2026-02-09
PT-2778,James Terrell,133-56-0498,Pediatrics,Migraine,4374.97,2026-01-09
PT-2779,Mr. David Clark,890-72-1068,Oncology,Migraine,9968.62,2026-08-31
PT-2780,Derek Bowen,791-03-3257,Oncology,Hypertension,1020.91,2026-05-27
PT-2781,Jamie Johnson,129-80-6516,Radiology,Asthma,1174.68,2026-02-10
PT-2782,Richard Martinez,424-09-9344,Pediatrics,Fracture,9601.78,2026-06-06
PT-2783,Jesse Moran,542-44-1507,Pediatrics,Type 2 Diabetes,9775.37,2026-04-13
PT-2784,Matthew Thomas,100-20-7488,Radiology,Fracture,1525.1,2026-07-02
PT-2785,Xavier Vazquez,840-62-2367,Pediatrics,Asthma,3161.21,2026-04-21
PT-2786,Jacob Crosby,214-80-3462,Pediatrics,Type 2 Diabetes,2416.23,2026-05-08
PT-2787,Ariana Taylor,552-94-0479,Cardiology,Migraine,14457.12,2026-01-23
PT-2788,Jason Anthony,169-06-5078,Radiology,Asthma,5802.97,2026-05-24
PT-2789,Elaine Dawson,715-01-8796,Oncology,Fracture,6828.59,2026-03-30
PT-2790,Heather Fitzpatrick,487-23-8685,Radiology,Asthma,12988.13,2026-08-12
PT-2791,Jesus Ruiz,153-68-3543,Cardiology,Migraine,4339.41,2026-04-12
PT-2792,Kathryn Myers,072-47-5306,Pediatrics,Migraine,9474.14,2026-08-18
PT-2793,David Cannon,768-95-2130,Cardiology,Migraine,9492.65,2026-05-22
PT-2794,Eric Coffey,381-48-3347,Oncology,Migraine,7913.26,2026-01-29
PT-2795,Gabriella Bush,321-24-0249,Radiology,Hypertension,10250.91,2026-07-25
PT-2796,Lacey Gutierrez,001-49-9104,Cardiology,Hypertension,915.86,2026-04-16
PT-2797,Luke Schmidt,039-74-4008,Pediatrics,Type 2 Diabetes,2971.57,2026-06-16
PT-2798,Brooke Henry,084-43-5489,Oncology,Asthma,9930.17,2026-04-12
PT-2799,Sean Brady,830-26-5740,Radiology,Migraine,10152.44,2026-03-08
PT-2800,Cassie Williams,476-80-5581,Cardiology,Hypertension,8456.28,2026-07-22
PT-2801,Victor Myers,642-75-9947,Pediatrics,Asthma,10800.89,2026-06-24
PT-2802,Lisa Garrett,527-85-8851,Oncology,Hypertension,10441.38,2026-07-06
PT-2803,Melissa Drake,875-63-0056,Pediatrics,Asthma,12793.4,2026-06-03
PT-2804,Michael Ortiz,334-18-9163,Oncology,Asthma,11538.7,2026-01-06
PT-2805,Christopher Romero,887-50-4137,Oncology,Fracture,7636.8,2026-02-15
PT-2806,Alan Sweeney,695-02-1210,Cardiology,Migraine,4939.07,2026-03-22
PT-2807,Anthony Allison,251-87-1059,Pediatrics,Hypertension,11619.23,2026-08-28
PT-2808,Misty Massey,652-27-1959,Pediatrics,Hypertension,8482.56,2026-07-31
PT-2809,William Lopez,332-31-1681,Cardiology,Type 2 Diabetes,9717.2,2026-07-01
PT-2810,James Scott,148-99-4932,Cardiology,Asthma,9514.2,2026-05-13
PT-2811,Dr. Kimberly Morgan,281-40-5167,Oncology,Fracture,5852.47,2026-03-11
PT-2812,Debra Austin,897-48-5080,Radiology,Asthma,6382.72,2026-05-27
PT-2813,Lindsay Stevenson,088-92-1975,Oncology,Fracture,1474.12,2026-07-23
PT-2814,Christopher Travis,148-14-3501,Oncology,Hypertension,7709.78,2026-06-04
PT-2815,Kathryn Baker,196-96-9125,Radiology,Asthma,14347.05,2026-09-03
PT-2816,Christopher Walker,127-74-3215,Radiology,Asthma,7104.86,2026-08-21
PT-2817,Christopher Jones,321-10-0397,Radiology,Type 2 Diabetes,1536.82,2026-04-17
PT-2818,Matthew Simpson,555-15-6160,Oncology,Migraine,2760.13,2026-05-05
PT-2819,Lauren Miller,765-35-8611,Cardiology,Asthma,13909.67,2026-08-25
PT-2820,Heidi Alvarez,822-65-0490,Oncology,Asthma,14302.6,2026-07-10
PT-2821,Jason Buckley,873-03-8321,Cardiology,Type 2 Diabetes,7664.86,2026-03-16
PT-2822,Mark Sanders,025-10-8521,Pediatrics,Hypertension,4430.76,2026-01-20
PT-2823,Justin West,328-21-4320,Cardiology,Migraine,6651.01,2026-01-20
PT-2824,Maria Mcmahon,583-09-0112,Oncology,Fracture,12160.38,2026-01-08
PT-2825,Donald Sloan,576-90-5394,Oncology,Fracture,4936.37,2026-06-17
PT-2826,Natalie Franklin,284-77-2436,Radiology,Type 2 Diabetes,2335.78,2026-08-19
PT-2827,Michael Baker,338-77-1747,Cardiology,Asthma,14229.97,2026-07-06
PT-2828,Melinda Shelton,369-86-0122,Pediatrics,Asthma,14423.58,2026-03-11
PT-2829,Susan Watts,027-05-7308,Pediatrics,Hypertension,10151.81,2026-08-11
PT-2830,Albert Mills,217-15-2812,Radiology,Migraine,14176.35,2026-07-19
PT-2831,Robert Wilson,575-32-4909,Pediatrics,Fracture,4945.75,2026-05-06
PT-2832,Mrs. Melissa Flowers,564-28-5069,Pediatrics,Type 2 Diabetes,1249.54,2026-07-19
PT-2833,Karen Shelton,154-89-5131,Oncology,Migraine,1526.95,2026-04-06
PT-2834,Bradley Thomas,726-73-3490,Radiology,Type 2 Diabetes,14900.38,2026-03-13
PT-2835,Sarah Cunningham,873-44-4602,Radiology,Fracture,13520.61,2026-02-26
PT-2836,Brenda Baker,118-84-5015,Pediatrics,Migraine,13735.22,2026-06-17
PT-2837,Karen Lucas,893-75-9291,Pediatrics,Migraine,13990.97,2026-04-04
PT-2838,Stephen Patterson,551-65-6297,Oncology,Asthma,6612.26,2026-03-16
